Marca temporal;Vives en Ate -Vitarte;Genero;¿Cual es tu edad?;¿Cual es su nivel de instrucción?;  ¿Cuál es el ingreso mensual aproximado de su hogar?  ;"Número de personas en su hogar:
";7. ¿Con qué frecuencia realiza compras de alimentos?;"8. ¿Dónde realiza con mayor frecuencia sus compras de productos de primera necesidad?
";"9. ¿Qué factores considera más importantes al momento de elegir dónde comprar alimentos?
";"10. ¿Cuánto gasta aproximadamente en cada compra de alimentos?
";"11. ¿A qué hora suele realizar sus compras?
";12. ¿Cree que los precios de los productos de primera necesidad han subido en los últimos años? ;13. ¿Considera que los mercados tradicionales ofrecen mejores precios que los supermercados?;14. ¿Cuál de los siguientes productos considera más caro en el supermercado en comparación con el mercado? Puede seleccionar varias;15. ¿Cree que los supermercados ofrecen mayor calidad que los mercados tradicionales?;16. ¿Qué tipo de establecimiento recomendaría a una familia con presupuesto limitado?;17. ¿Cuál es su principal motivación al comprar en un supermercado? Puede seleccionar varias ;18. ¿Cuál es su principal motivación al comprar en un mercado tradicional?;2. Genero;¿Cuál es tu edad?;3. ¿Cuál es tu edad?;4. ¿Cuál es su nivel de instrucción?;5.  ¿Cuál es el ingreso mensual aproximado de su hogar?  ;6. Número de personas en su hogar:;1. Vives en Ate -Vitarte
7/2/2025 16:57:20;si;Femenino;18-25;Universitario;1000-2000;( ) 2–3;Frecuentemente;Mercado tradicional;Variedad;S/ 150 – S/ 250;( ) Tarde (12 p.m. – 6 p.m.);Neutro;En desacuerdo;Pan, Pollo, Arroz;Totalmente de acuerdo;Ambos;Variedad de productos, Ofertas/promociones, Preferencia personal, Atención al cliente/seguridad;Productos frescos, Trato directo con vendedores, Cercanía a su hogar;Masculino;;18-25;Universitario;1000-2000;1;no
7/2/2025 17:04:37;si;Femenino;18-25;Universitario;1000-2000;( ) 4–5;Frecuentemente;Ambos;Calidad, Cercanía, Atención al cliente, Promociones/ofertas;S/ 250 – S/ 350;( ) Mañana (6 a.m. – 12 p.m.);Totalmente de acuerdo;Totalmente de acuerdo;Aceite, Pollo, Frutas y verduras;En desacuerdo;Mercado tradicional;Mayor limpieza y orden, Variedad de productos;Precios bajos, Productos frescos, Trato directo con vendedores;Masculino;;18-25;Universitario;3500-5000;1;si
7/2/2025 17:08:09;si;Femenino;18-25;Universitario;1000-2000;( ) 4–5;Muy Frecuentemente;Ambos;Variedad, Calidad, Cercanía;Más de S/ 350;( ) Mañana (6 a.m. – 12 p.m.);Totalmente de acuerdo;Totalmente de acuerdo;Aceite, Pollo, Arroz;Neutro;Ambos;Mayor limpieza y orden, Variedad de productos, Ofertas/promociones, Preferencia personal;Precios bajos, Trato directo con vendedores, Cercanía a su hogar;Femenino;;36-45;Técnico;Mas de 5000;( ) 4–5;si
7/2/2025 17:18:47;si;Femenino;18-25;Universitario;1000-2000;( ) 2–3;Raramente;Supermercado;Precio;Más de S/ 350;( ) Varía;De acuerdo;Totalmente de acuerdo;Pollo, Frutas y verduras;Neutro;Ambos;Mayor limpieza y orden, Variedad de productos, Atención al cliente/seguridad;Precios bajos, Productos frescos, Cercanía a su hogar, Apoyo a la economía local;Masculino;;36-45;Técnico;3500-5000;( ) 2–3;no
7/2/2025 17:33:05;si;Femenino;18-25;Universitario;1000-2000;( ) 2–3;Frecuentemente;Supermercado;Cercanía;Más de S/ 350;( ) Noche (6 p.m. – 9 p.m.);Totalmente de acuerdo;De acuerdo;Pollo, Frutas y verduras;Neutro;Ambos;Mayor limpieza y orden, Ofertas/promociones;Precios bajos;Femenino;;36-45;Técnico;Mas de 5000;( ) 4–5;si
7/2/2025 17:38:43;si;Femenino;18-25;Universitario;1000-2000;( ) 2–3;Frecuentemente;Mercado tradicional;Precio, Calidad, Atención al cliente, Promociones/ofertas;S/ 250 – S/ 350;( ) Mañana (6 a.m. – 12 p.m.);Totalmente de acuerdo;De acuerdo;Pan;Totalmente de acuerdo;Mercado tradicional;Mayor limpieza y orden, Ofertas/promociones, Preferencia personal;Productos frescos;Masculino;;26-35;Técnico;1000-2000;1;si
7/2/2025 17:40:00;si;Femenino;18-25;Universitario;1000-2000;( ) 2–3;Frecuentemente;Ambos;Precio, Variedad, Cercanía;S/ 250 – S/ 350;( ) Tarde (12 p.m. – 6 p.m.);De acuerdo;De acuerdo;Pollo;De acuerdo;Mercado tradicional;Mayor limpieza y orden, Variedad de productos;Precios bajos, Productos frescos, Trato directo con vendedores, Apoyo a la economía local;Femenino;;26-35;Primeria completa/completa;1000-2000;( ) 4–5;si
7/2/2025 18:05:20;si;Femenino;18-25;Universitario;1000-2000;( ) 2–3;Frecuentemente;Supermercado;Variedad, Cercanía, Atención al cliente;Más de S/ 350;( ) Varía;Totalmente de acuerdo;Totalmente de acuerdo;Aceite, Pollo, Frutas y verduras;Totalmente de acuerdo;Mercado tradicional;Mayor limpieza y orden, Variedad de productos, Ofertas/promociones, Atención al cliente/seguridad;Apoyo a la economía local;Femenino;;36-45;Universitario;Mas de 5000;1;si
7/2/2025 18:28:49;si;Femenino;18-25;Universitario;1000-2000;( ) 2–3;Raramente;Supermercado;Promociones/ofertas;S/ 250 – S/ 350;( ) Noche (6 p.m. – 9 p.m.);Neutro;En desacuerdo;Aceite, Pollo, Arroz;De acuerdo;Mercado tradicional;Mayor limpieza y orden;Precios bajos, Productos frescos, Trato directo con vendedores, Cercanía a su hogar, Apoyo a la economía local;Masculino;;26-35;Técnico;3500-5000;( ) Más de 5;si
7/2/2025 18:29:44;si;Femenino;18-25;Universitario;1000-2000;( ) 2–3;Ocasionalmente;Supermercado;Calidad;S/ 150 – S/ 250;( ) Tarde (12 p.m. – 6 p.m.);Neutro;Neutro;Aceite, Pollo, Arroz;En desacuerdo;Mercado tradicional;Mayor limpieza y orden;Precios bajos, Productos frescos, Trato directo con vendedores, Cercanía a su hogar, Apoyo a la economía local;Masculino;;26-35;Técnico;3500-5000;1;si
7/2/2025 18:50:55;si;Femenino;18-25;Universitario;1000-2000;( ) 2–3;Ocasionalmente;Ambos;Precio, Variedad, Calidad, Cercanía, Atención al cliente;Más de S/ 350;( ) Mañana (6 a.m. – 12 p.m.);De acuerdo;En desacuerdo;Aceite, Pollo, Arroz;De acuerdo;Ambos;Mayor limpieza y orden, Variedad de productos, Atención al cliente/seguridad;Precios bajos, Productos frescos, Trato directo con vendedores, Cercanía a su hogar, Apoyo a la economía local;Masculino;;18-25;Técnico;1000-2000;1;si
7/2/2025 19:09:11;si;Femenino;18-25;Universitario;1000-2000;( ) 2–3;Frecuentemente;Supermercado;Variedad, Calidad, Cercanía;S/ 150 – S/ 250;( ) Mañana (6 a.m. – 12 p.m.);Totalmente de acuerdo;De acuerdo;Aceite, Pollo, Arroz;De acuerdo;Mercado tradicional;Mayor limpieza y orden, Ofertas/promociones;Precios bajos, Productos frescos, Trato directo con vendedores, Cercanía a su hogar;Masculino;;18-25;Primeria completa/completa;Menos de S/ 1,000;1;si
7/2/2025 19:25:12;si;Femenino;18-25;Universitario;1000-2000;( ) 2–3;Ocasionalmente;Supermercado;Precio, Variedad, Calidad;Más de S/ 350;( ) Varía;De acuerdo;De acuerdo;Aceite, Pollo, Arroz;De acuerdo;Mercado tradicional;Mayor limpieza y orden, Variedad de productos, Ofertas/promociones;Precios bajos, Productos frescos, Trato directo con vendedores;Masculino;;36-45;Posgrado;Mas de 5000;( ) 2–3;si
7/2/2025 19:26:59;si;Femenino;18-25;Universitario;1000-2000;( ) 2–3;Muy Frecuentemente;Mercado tradicional;Precio, Variedad, Calidad, Cercanía, Atención al cliente;Más de S/ 350;( ) Tarde (12 p.m. – 6 p.m.);Totalmente de acuerdo;Totalmente de acuerdo;Aceite, Pollo, Arroz;En desacuerdo;Ambos;Mayor limpieza y orden;Precios bajos, Productos frescos, Trato directo con vendedores, Cercanía a su hogar, Apoyo a la economía local, ;Masculino;;26-35;Técnico;3500-5000;( ) 2–3;si
7/2/2025 19:33:26;si;Femenino;18-25;Universitario;1000-2000;( ) 2–3;Frecuentemente;Mercado tradicional;Precio, Calidad, Cercanía;Más de S/ 350;( ) Mañana (6 a.m. – 12 p.m.);Totalmente de acuerdo;De acuerdo;Aceite, Arroz;Totalmente de acuerdo;Ambos;Variedad de productos, Ofertas/promociones, Preferencia personal;Productos frescos, Trato directo con vendedores, Cercanía a su hogar;Masculino;;18-25;Primeria completa/completa;1000-2000;( ) 2–3;si
7/2/2025 19:37:32;si;Femenino;18-25;Universitario;1000-2000;( ) 2–3;Ocasionalmente;Supermercado;Precio, Calidad, Atención al cliente;Más de S/ 350;( ) Mañana (6 a.m. – 12 p.m.);De acuerdo;De acuerdo;Aceite, Pollo;Neutro;Mercado tradicional;Variedad de productos, Preferencia personal;Precios bajos, Productos frescos, Trato directo con vendedores, Cercanía a su hogar;Masculino;;18-25;Primeria completa/completa;3500-5000;( ) 2–3;si
7/2/2025 19:53:41;si;Femenino;18-25;Universitario;1000-2000;( ) 2–3;Frecuentemente;Mercado tradicional;Variedad, Cercanía;S/ 250 – S/ 350;( ) Mañana (6 a.m. – 12 p.m.);Totalmente de acuerdo;Totalmente de acuerdo;Pollo, Frutas y verduras;Neutro;Mercado tradicional;Mayor limpieza y orden, Variedad de productos, Ofertas/promociones;Precios bajos, Productos frescos, Trato directo con vendedores, Cercanía a su hogar, Apoyo a la economía local;Masculino;;36-45;Primeria completa/completa;1000-2000;1;si
7/2/2025 19:56:52;si;Femenino;18-25;Universitario;1000-2000;( ) 2–3;Ocasionalmente;Mercado tradicional;Precio, Variedad, Calidad;S/ 150 – S/ 250;( ) Mañana (6 a.m. – 12 p.m.);Totalmente de acuerdo;Neutro;Aceite, Frutas y verduras;De acuerdo;Mercado tradicional;Mayor limpieza y orden;Precios bajos;Masculino;;18-25;Universitario;1000-2000;( ) 2–3;si
7/2/2025 19:58:28;si;Femenino;18-25;Universitario;1000-2000;( ) 2–3;Frecuentemente;Mercado tradicional;Precio, Cercanía;Menos de S/ 150;( ) Mañana (6 a.m. – 12 p.m.);Neutro;Totalmente de acuerdo;Pan;Totalmente de acuerdo;Mercado tradicional;Mayor limpieza y orden, Variedad de productos;Precios bajos, Productos frescos, Trato directo con vendedores, Cercanía a su hogar;Masculino;;18-25;Universitario;Menos de S/ 1,000;1;si
7/2/2025 20:02:13;si;Femenino;18-25;Universitario;1000-2000;( ) 2–3;Ocasionalmente;Ambos;Precio, Calidad, Cercanía;Más de S/ 350;( ) Mañana (6 a.m. – 12 p.m.);Totalmente de acuerdo;En desacuerdo;Aceite, Pollo, Arroz;Neutro;Mercado tradicional;Variedad de productos, Ofertas/promociones, Preferencia personal;Precios bajos, Productos frescos, Trato directo con vendedores, Cercanía a su hogar, Apoyo a la economía local;Masculino;;26-35;Posgrado;Mas de 5000;( ) 2–3;si
7/2/2025 20:06:04;si;Femenino;18-25;Universitario;1000-2000;( ) 2–3;Muy Frecuentemente;Mercado tradicional;Precio, Calidad, Promociones/ofertas;Más de S/ 350;( ) Noche (6 p.m. – 9 p.m.);Totalmente de acuerdo;De acuerdo;Pan, Pollo, Frutas y verduras;Totalmente de acuerdo;Supermercado;Mayor limpieza y orden;Precios bajos;Femenino;;36-45;Técnico;3500-5000;( ) 2–3;si
7/2/2025 20:07:36;si;Femenino;18-25;Universitario;1000-2000;( ) 2–3;Frecuentemente;Mercado tradicional;Precio, Cercanía, Promociones/ofertas;S/ 250 – S/ 350;( ) Noche (6 p.m. – 9 p.m.);Neutro;Totalmente de acuerdo;Aceite;Totalmente de acuerdo;Supermercado;Mayor limpieza y orden, Variedad de productos;Precios bajos, Productos frescos;Femenino;;36-45;Técnico;1000-2000;1;si
7/2/2025 20:11:27;si;Femenino;18-25;Universitario;1000-2000;( ) 2–3;Raramente;Mercado tradicional;Precio, Promociones/ofertas;S/ 150 – S/ 250;( ) Mañana (6 a.m. – 12 p.m.);Totalmente de acuerdo;Totalmente de acuerdo;Aceite, Arroz, Frutas y verduras;En desacuerdo;Mercado tradicional;Mayor limpieza y orden;Precios bajos, Productos frescos, Trato directo con vendedores, Cercanía a su hogar, Apoyo a la economía local;Femenino;;18-25;Universitario;1000-2000;1;si
7/2/2025 20:19:00;si;Femenino;18-25;Universitario;1000-2000;( ) 2–3;Ocasionalmente;Supermercado;Variedad, Calidad, Atención al cliente;Más de S/ 350;( ) Mañana (6 a.m. – 12 p.m.);Totalmente de acuerdo;Totalmente de acuerdo;Aceite, Pollo, Frutas y verduras;Totalmente de acuerdo;Mercado tradicional;Mayor limpieza y orden, Variedad de productos, Preferencia personal;Precios bajos;Femenino;;26-35;Técnico;3500-5000;( ) 4–5;si
7/2/2025 20:30:24;si;Femenino;18-25;Universitario;1000-2000;( ) 2–3;Ocasionalmente;Supermercado;Precio, Variedad, Calidad, Promociones/ofertas;S/ 250 – S/ 350;( ) Varía;Totalmente de acuerdo;Neutro;Aceite, Arroz;Totalmente de acuerdo;Supermercado;Mayor limpieza y orden, Variedad de productos;Precios bajos;Masculino;;36-45;Posgrado;Mas de 5000;( ) 4–5;si
7/2/2025 20:51:24;si;Femenino;18-25;Universitario;1000-2000;( ) 2–3;Muy Frecuentemente;Mercado tradicional;Precio, Calidad, Cercanía;S/ 150 – S/ 250;( ) Mañana (6 a.m. – 12 p.m.);Totalmente de acuerdo;Totalmente de acuerdo;Aceite, Pollo;Totalmente de acuerdo;Supermercado;Mayor limpieza y orden, Variedad de productos;Precios bajos, Productos frescos, Trato directo con vendedores, Cercanía a su hogar, Apoyo a la economía local;Masculino;;18-25;Universitario;1000-2000;1;si
7/2/2025 21:23:56;si;Femenino;18-25;Universitario;1000-2000;( ) 2–3;Frecuentemente;Mercado tradicional;Precio, Variedad, Calidad, Cercanía, Atención al cliente;Más de S/ 350;( ) Mañana (6 a.m. – 12 p.m.);Totalmente de acuerdo;Totalmente de acuerdo;Pollo;En desacuerdo;Mercado tradicional;Mayor limpieza y orden;Precios bajos, Productos frescos, Trato directo con vendedores, Cercanía a su hogar, Apoyo a la economía local;Masculino;;18-25;Técnico;3500-5000;( ) 2–3;si
7/2/2025 21:25:04;si;Femenino;18-25;Universitario;1000-2000;( ) 2–3;Muy Frecuentemente;Mercado tradicional;Precio, Variedad, Calidad;S/ 250 – S/ 350;( ) Tarde (12 p.m. – 6 p.m.);Totalmente de acuerdo;Totalmente de acuerdo;Aceite, Pollo, Frutas y verduras;En desacuerdo;Mercado tradicional;Mayor limpieza y orden;Precios bajos, Productos frescos, Trato directo con vendedores, Cercanía a su hogar, Apoyo a la economía local;Masculino;;36-45;Técnico;3500-5000;( ) 2–3;si
7/2/2025 21:43:21;si;Femenino;18-25;Universitario;1000-2000;( ) 4–5;Raramente;Supermercado;Variedad, Calidad, Cercanía, Atención al cliente;Más de S/ 350;( ) Noche (6 p.m. – 9 p.m.);Totalmente de acuerdo;En desacuerdo;Aceite, Pollo, Frutas y verduras;Totalmente de acuerdo;Mercado tradicional;Mayor limpieza y orden, Variedad de productos, Ofertas/promociones, Preferencia personal, Atención al cliente/seguridad;Precios bajos, Apoyo a la economía local;Femenino;;26-35;Posgrado;Mas de 5000;( ) 4–5;si
7/2/2025 21:45:32;si;Femenino;18-25;Universitario;1000-2000;( ) 4–5;Muy Frecuentemente;Mercado tradicional;Precio, Variedad, Calidad;Más de S/ 350;( ) Mañana (6 a.m. – 12 p.m.);Totalmente de acuerdo;Totalmente de acuerdo;Aceite, Pollo, Arroz;En desacuerdo;Mercado tradicional;Mayor limpieza y orden;Precios bajos, Productos frescos, Trato directo con vendedores, Cercanía a su hogar, Apoyo a la economía local;Masculino;;36-45;Técnico;3500-5000;( ) 2–3;si
7/2/2025 22:23:29;si;Femenino;18-25;Universitario;1000-2000;( ) 4–5;Muy Frecuentemente;Mercado tradicional;Precio, Variedad, Calidad;S/ 150 – S/ 250;( ) Noche (6 p.m. – 9 p.m.);Totalmente de acuerdo;Totalmente de acuerdo;Aceite, Pollo, Frutas y verduras;En desacuerdo;Mercado tradicional;Mayor limpieza y orden, Variedad de productos, Ofertas/promociones;Precios bajos, Productos frescos, Trato directo con vendedores, Cercanía a su hogar, Apoyo a la economía local;Femenino;;26-35;Universitario;1000-2000;1;si
7/2/2025 22:35:57;si;Femenino;18-25;Universitario;1000-2000;( ) 4–5;Frecuentemente;Supermercado;Precio, Calidad, Cercanía, Atención al cliente;S/ 150 – S/ 250;( ) Noche (6 p.m. – 9 p.m.);Totalmente de acuerdo;Neutro;Aceite;Totalmente de acuerdo;Mercado tradicional;Mayor limpieza y orden;Precios bajos, Productos frescos, Trato directo con vendedores, Cercanía a su hogar, Apoyo a la economía local;Masculino;;18-25;Técnico;3500-5000;1;si
7/3/2025 19:35:52;si;Femenino;18-25;Universitario;1000-2000;( ) 2–3;Ocasionalmente;Ambos;Atención al cliente;S/ 250 – S/ 350;( ) Noche (6 p.m. – 9 p.m.);Totalmente en desacuerdo;Totalmente en desacuerdo;Pollo;Neutro;Mercado tradicional;Mayor limpieza y orden, Variedad de productos, Ofertas/promociones, ;Cercanía a su hogar, Apoyo a la economía local;Femenino;;26-35;Universitario;1000-2000;( ) Más de 5;si
7/3/2025 19:36:43;si;Femenino;18-25;Universitario;1000-2000;( ) 2–3;Raramente;Supermercado;Variedad, Cercanía;S/ 250 – S/ 350;( ) Noche (6 p.m. – 9 p.m.);Neutro;En desacuerdo;Aceite, Pollo, Frutas y verduras;Neutro;Supermercado;Variedad de productos, Atención al cliente/seguridad;Precios bajos, Productos frescos, Cercanía a su hogar;Femenino;;18-25;Técnico;3500-5000;( ) Más de 5;si
7/3/2025 19:37:38;si;Femenino;18-25;Universitario;1000-2000;( ) 2–3;Ocasionalmente;Supermercado;Calidad, Cercanía, Promociones/ofertas;Más de S/ 350;( ) Noche (6 p.m. – 9 p.m.);En desacuerdo;Totalmente en desacuerdo;Pan, Arroz;De acuerdo;Mercado tradicional;Variedad de productos, Ofertas/promociones, Atención al cliente/seguridad;Productos frescos, Apoyo a la economía local;Femenino;;26-35;Secundaria incompleta/completa;1000-2000;( ) Más de 5;si
7/3/2025 19:38:51;si;Femenino;18-25;Universitario;1000-2000;( ) 2–3;Raramente;Supermercado;Variedad, Calidad, Atención al cliente;Más de S/ 350;( ) Tarde (12 p.m. – 6 p.m.);Totalmente en desacuerdo;Neutro;Aceite, Pollo, Frutas y verduras;En desacuerdo;Mercado tradicional;Ofertas/promociones, ;Precios bajos, Cercanía a su hogar;Masculino;;36-45;Primeria completa/completa;3500-5000;( ) 4–5;no
7/3/2025 19:39:52;si;Femenino;18-25;Universitario;1000-2000;( ) 2–3;Frecuentemente;Mercado tradicional;Precio, Variedad, Cercanía;Más de S/ 350;( ) Tarde (12 p.m. – 6 p.m.);De acuerdo;Neutro;Aceite, Arroz;En desacuerdo;Ambos;Variedad de productos, Ofertas/promociones, Atención al cliente/seguridad;Precios bajos, Trato directo con vendedores, Cercanía a su hogar;Femenino;;46-60;Secundaria incompleta/completa;1000-2000;( ) Más de 5;si
7/3/2025 19:40:39;si;Femenino;18-25;Universitario;1000-2000;( ) 2–3;Raramente;Ambos;Variedad, Cercanía, Atención al cliente;Más de S/ 350;( ) Noche (6 p.m. – 9 p.m.);En desacuerdo;De acuerdo;Aceite, Pollo, Frutas y verduras;De acuerdo;Mercado tradicional;Ofertas/promociones, Atención al cliente/seguridad;Productos frescos, Trato directo con vendedores, Apoyo a la economía local;Femenino;;46-60;Universitario;3500-5000;( ) 4–5;si
7/3/2025 19:42:25;si;Femenino;18-25;Universitario;1000-2000;( ) 2–3;Ocasionalmente;Ambos;Variedad, Cercanía, Atención al cliente, Promociones/ofertas;S/ 150 – S/ 250;( ) Tarde (12 p.m. – 6 p.m.);Neutro;De acuerdo;Aceite, Pollo, Frutas y verduras;De acuerdo;Ambos;Mayor limpieza y orden, Ofertas/promociones;Productos frescos, Apoyo a la economía local;Femenino;;46-60;Secundaria incompleta/completa;3500-5000;( ) Más de 5;si
7/3/2025 19:46:24;si;Femenino;18-25;Universitario;1000-2000;( ) 4–5;Ocasionalmente;Supermercado;Variedad, Calidad, Cercanía, Promociones/ofertas;S/ 150 – S/ 250;( ) Noche (6 p.m. – 9 p.m.);Totalmente de acuerdo;Totalmente en desacuerdo;Arroz, Frutas y verduras;Neutro;Ninguno;Variedad de productos, Ofertas/promociones;Cercanía a su hogar, Apoyo a la economía local;Masculino;;18-25;Secundaria incompleta/completa;1000-2000;( ) 2–3;si
7/3/2025 19:57:46;si;Femenino;18-25;Universitario;1000-2000;( ) 4–5;Ocasionalmente;Supermercado;Cercanía;S/ 250 – S/ 350;( ) Noche (6 p.m. – 9 p.m.);En desacuerdo;En desacuerdo;Aceite, Pollo, Arroz;Totalmente en desacuerdo;Mercado tradicional;Atención al cliente/seguridad, ;Cercanía a su hogar, Apoyo a la economía local;Masculino;;36-45;Universitario;3500-5000;( ) Más de 5;si
7/3/2025 19:58:20;si;Femenino;18-25;Universitario;1000-2000;( ) 4–5;Ocasionalmente;Ambos;Calidad, Cercanía, Promociones/ofertas;Más de S/ 350;( ) Varía;Totalmente en desacuerdo;Neutro;Pollo, Arroz, Frutas y verduras;Neutro;Supermercado;Variedad de productos, Preferencia personal, Atención al cliente/seguridad;Trato directo con vendedores, Cercanía a su hogar;Femenino;;36-45;Universitario;3500-5000;1;si
7/3/2025 19:58:51;si;Femenino;18-25;Universitario;1000-2000;( ) 2–3;Raramente;Supermercado;Calidad, Atención al cliente, Promociones/ofertas;S/ 150 – S/ 250;( ) Noche (6 p.m. – 9 p.m.);De acuerdo;En desacuerdo;Aceite, Pollo, Arroz, Frutas y verduras, ;Neutro;Ambos;Variedad de productos, Ofertas/promociones;Productos frescos, Apoyo a la economía local;Masculino;;36-45;Técnico;3500-5000;( ) 4–5;si
7/4/2025 1:26:40;si;Femenino;18-25;Universitario;1000-2000;( ) 4–5;Muy Frecuentemente;Ambos;Precio;Más de S/ 350;( ) Noche (6 p.m. – 9 p.m.);Totalmente de acuerdo;Totalmente de acuerdo;Frutas y verduras;Totalmente de acuerdo;Supermercado;Mayor limpieza y orden;Precios bajos;Femenino;;26-35;Posgrado;Mas de 5000;( ) 2–3;si
7/4/2025 9:55:38;si;Femenino;18-25;Universitario;1000-2000;( ) 2–3;Ocasionalmente;Supermercado;Calidad, ;S/ 250 – S/ 350;( ) Tarde (12 p.m. – 6 p.m.);Neutro;Neutro;Pan, Aceite, Pollo, Arroz;Neutro;Ambos;Variedad de productos, Preferencia personal;Trato directo con vendedores, Cercanía a su hogar;Femenino;;26-35;Técnico;1000-2000;( ) 4–5;si
7/4/2025 12:14:14;si;Femenino;18-25;Universitario;1000-2000;( ) 2–3;Frecuentemente;Supermercado;Variedad, Calidad, Cercanía;S/ 150 – S/ 250;( ) Varía;Totalmente de acuerdo;Totalmente de acuerdo;Aceite;De acuerdo;Ambos;Ofertas/promociones, Preferencia personal;Productos frescos;Femenino;;18-25;Universitario;1000-2000;( ) 2–3;si
7/4/2025 18:12:33;si;Femenino;18-25;Universitario;1000-2000;( ) 2–3;Frecuentemente;Ambos;Calidad, Cercanía, Atención al cliente, Promociones/ofertas;S/ 250 – S/ 350;( ) Tarde (12 p.m. – 6 p.m.);Neutro;De acuerdo;Pan, Pollo, ;Neutro;Ambos;Variedad de productos, Ofertas/promociones, Preferencia personal, Atención al cliente/seguridad;Productos frescos, Trato directo con vendedores, Cercanía a su hogar;Femenino;;26-35;Técnico;3500-5000;( ) 4–5;si
7/4/2025 21:54:34;si;Femenino;18-25;Universitario;1000-2000;( ) 2–3;Frecuentemente;Ambos;Precio, Variedad, Cercanía;Más de S/ 350;( ) Varía;Neutro;De acuerdo;Aceite, Arroz, Frutas y verduras;Neutro;Ambos;Variedad de productos, Ofertas/promociones, Atención al cliente/seguridad;Productos frescos, Cercanía a su hogar;Femenino;;26-35;Universitario;1000-2000;( ) 4–5;si
7/4/2025 21:55:32;si;Femenino;18-25;Universitario;1000-2000;( ) 2–3;Frecuentemente;Ambos;Variedad, Atención al cliente;Más de S/ 350;( ) Tarde (12 p.m. – 6 p.m.);De acuerdo;Neutro;Aceite, Pollo, Arroz;Neutro;Ambos;Variedad de productos, Ofertas/promociones, Preferencia personal;Productos frescos, Cercanía a su hogar;Femenino;;18-25;Universitario;3500-5000;( ) Más de 5;si
7/4/2025 21:56:59;si;Femenino;18-25;Universitario;1000-2000;( ) 2–3;Ocasionalmente;Supermercado;Cercanía, Atención al cliente, Promociones/ofertas;Más de S/ 350;( ) Noche (6 p.m. – 9 p.m.);Neutro;Neutro;Aceite, Arroz;En desacuerdo;Ambos;Variedad de productos, Ofertas/promociones, Atención al cliente/seguridad;Trato directo con vendedores, Apoyo a la economía local;Femenino;;18-25;Técnico;3500-5000;( ) Más de 5;si
7/5/2025 10:36:11;si;Femenino;18-25;Universitario;1000-2000;( ) 4–5;Frecuentemente;Ambos;Variedad, Calidad, Cercanía, Promociones/ofertas;Más de S/ 350;( ) Noche (6 p.m. – 9 p.m.);De acuerdo;Totalmente en desacuerdo;Aceite, Pollo, Arroz;De acuerdo;Mercado tradicional;Mayor limpieza y orden, Variedad de productos, Ofertas/promociones, Preferencia personal;Precios bajos, Productos frescos, Trato directo con vendedores;Femenino;;18-25;Universitario;1000-2000;( ) Más de 5;si
7/5/2025 17:37:16;si;Femenino;18-25;Universitario;1000-2000;( ) 4–5;Ocasionalmente;Supermercado;Calidad, Cercanía, Atención al cliente;Más de S/ 350;( ) Varía;Totalmente en desacuerdo;De acuerdo;Pan, Pollo, Arroz;Neutro;Ambos;Variedad de productos, Ofertas/promociones, Preferencia personal;Trato directo con vendedores, Cercanía a su hogar;Femenino;;26-35;Universitario;3500-5000;( ) 4–5;si
7/5/2025 21:44:21;si;Femenino;18-25;Universitario;1000-2000;( ) 2–3;Ocasionalmente;Ambos;Variedad, Calidad, Cercanía, Promociones/ofertas;Más de S/ 350;( ) Noche (6 p.m. – 9 p.m.);Neutro;Neutro;Pan, Aceite, Arroz, ;De acuerdo;Mercado tradicional;Variedad de productos, Ofertas/promociones;Productos frescos, Trato directo con vendedores, Cercanía a su hogar;Femenino;;36-45;Secundaria incompleta/completa;3500-5000;( ) 2–3;si
7/6/2025 7:31:11;si;Femenino;18-25;Universitario;1000-2000;( ) 4–5;Frecuentemente;Supermercado;Precio, Calidad, Cercanía, Atención al cliente;S/ 250 – S/ 350;( ) Noche (6 p.m. – 9 p.m.);Totalmente de acuerdo;De acuerdo;Aceite, Pollo;De acuerdo;Supermercado;Mayor limpieza y orden, Variedad de productos, Ofertas/promociones;Productos frescos;Femenino;;36-45;Técnico;3500-5000;1;si
7/6/2025 7:34:29;si;Femenino;18-25;Universitario;1000-2000;( ) 4–5;Frecuentemente;Mercado tradicional;Precio, Cercanía, Promociones/ofertas;S/ 150 – S/ 250;( ) Mañana (6 a.m. – 12 p.m.);Totalmente de acuerdo;De acuerdo;Pan, Aceite, Pollo;Neutro;Mercado tradicional;Mayor limpieza y orden, Atención al cliente/seguridad;Precios bajos, Productos frescos, Trato directo con vendedores, Cercanía a su hogar;Femenino;;26-35;Posgrado;1000-2000;1;si
7/6/2025 10:22:42;si;Femenino;18-25;Universitario;1000-2000;( ) 2–3;Frecuentemente;Mercado tradicional;Precio, Calidad, Cercanía;Menos de S/ 150;( ) Mañana (6 a.m. – 12 p.m.);De acuerdo;Neutro;Aceite, Pollo, Frutas y verduras;Totalmente de acuerdo;Mercado tradicional;Mayor limpieza y orden, Variedad de productos;Precios bajos, Trato directo con vendedores, Cercanía a su hogar;Masculino;;18-25;Secundaria incompleta/completa;1000-2000;( ) 4–5;si
